age,workclass,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
52,Self-emp-inc,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
36,Local-gov,9,Separated,Exec-managerial,Not-in-family,Black,Male,0,0,40,United-States,<=50K
33,Private,8,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
38,Private,6,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
19,Unknown,10,Never-married,Unknown,Own-child,White,Female,0,0,10,United-States,<=50K
52,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,5013,0,40,United-States,<=50K
43,Private,10,Divorced,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,<=50K
36,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
42,Private,9,Widowed,Transport-moving,Unmarried,White,Male,0,0,40,United-States,<=50K
38,Private,6,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
30,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,>50K
37,Private,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
33,Local-gov,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
72,Private,9,Widowed,Adm-clerical,Unmarried,White,Female,2329,0,20,United-States,<=50K
28,Federal-gov,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
23,Private,10,Never-married,Prof-specialty,Not-in-family,Other,Female,0,0,35,United-States,<=50K
58,Private,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Other,<=50K
19,Private,10,Separated,Sales,Unmarried,White,Female,0,0,25,United-States,<=50K
21,State-gov,10,Never-married,Craft-repair,Own-child,White,Male,0,0,35,United-States,<=50K
22,Private,11,Never-married,Other-service,Other-relative,Black,Male,0,0,52,United-States,<=50K
48,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,25,United-States,>50K
58,Private,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,8,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,30,Other,<=50K
66,Self-emp-not-inc,4,Widowed,Farming-fishing,Unmarried,White,Male,0,0,50,United-States,<=50K
24,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
44,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5013,0,45,United-States,<=50K
40,Unknown,11,Separated,Unknown,Own-child,White,Female,0,0,40,Unknown,<=50K
48,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,1408,40,United-States,<=50K
30,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,<=50K
37,State-gov,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
42,Private,10,Separated,Prof-specialty,Unmarried,White,Female,1506,0,40,United-States,<=50K
42,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
63,Self-emp-not-inc,10,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,35,United-States,<=50K
35,Private,9,Married-civ-spouse,Sales,Husband,Other,Male,0,1887,50,Other,>50K
57,Private,10,Divorced,Handlers-cleaners,Other-relative,White,Male,0,0,25,United-States,<=50K
67,Self-emp-inc,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,20051,0,30,Other,>50K
26,Private,13,Never-married,Sales,Not-in-family,Other,Female,0,0,40,Other,<=50K
35,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,<=50K
57,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,3103,0,50,United-States,>50K
62,Private,15,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
38,Private,11,Divorced,Other-service,Unmarried,White,Female,0,0,36,United-States,<=50K
54,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
31,Private,10,Separated,Sales,Unmarried,Other,Male,0,0,40,Other,<=50K
32,Unknown,9,Married-civ-spouse,Unknown,Husband,White,Male,0,0,40,Unknown,<=50K
45,State-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
56,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
42,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,Other,Male,0,0,40,Other,>50K
36,Self-emp-not-inc,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
42,Federal-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
45,Private,11,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,<=50K
68,Private,13,Widowed,Sales,Not-in-family,White,Male,0,0,35,United-States,>50K
38,Private,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,<=50K
52,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
33,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
43,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
21,Private,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
23,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,30,United-States,<=50K
50,Federal-gov,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
48,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
40,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,35,United-States,<=50K
36,Federal-gov,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,70,United-States,<=50K
37,Private,13,Married-civ-spouse,Sales,Husband,White,Male,99999,0,60,United-States,>50K
59,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,20,United-States,<=50K
24,Private,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,20,United-States,<=50K
44,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
42,Private,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,58,United-States,<=50K
57,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
38,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,70,United-States,>50K
69,Private,9,Divorced,Sales,Other-relative,White,Female,0,0,38,United-States,<=50K
33,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
40,Federal-gov,14,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
20,Private,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
57,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1740,40,United-States,<=50K
41,Private,9,Never-married,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
43,Private,12,Divorced,Other-service,Unmarried,White,Female,0,2238,40,United-States,<=50K
38,Private,6,Divorced,Machine-op-inspct,Not-in-family,Other,Female,0,0,40,Other,<=50K
44,Self-emp-inc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
41,State-gov,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
64,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,55,United-States,>50K
54,Federal-gov,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
47,State-gov,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
27,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,39,United-States,<=50K
58,Local-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,3908,0,40,United-States,<=50K
33,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,56,United-States,>50K
34,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
58,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,>50K
48,State-gov,14,Divorced,Protective-serv,Not-in-family,White,Male,0,0,72,United-States,<=50K
34,Private,7,Married-spouse-absent,Craft-repair,Not-in-family,Black,Male,0,0,55,United-States,<=50K
20,Private,9,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
70,Unknown,9,Married-civ-spouse,Unknown,Husband,White,Male,0,0,40,United-States,<=50K
21,Private,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,12,United-States,<=50K
38,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,<=50K
57,Private,11,Divorced,Other-service,Other-relative,Other,Female,0,0,40,Other,<=50K
41,Local-gov,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,50,United-States,<=50K
22,Private,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
36,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
19,Private,9,Divorced,Tech-support,Unmarried,White,Female,0,0,55,United-States,<=50K
28,Self-emp-not-inc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,80,United-States,<=50K
25,Private,3,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,Other,<=50K
62,Federal-gov,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
90,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,9,Separated,Other-service,Not-in-family,White,Female,0,0,25,United-States,<=50K
64,Self-emp-not-inc,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,Other,<=50K
21,Private,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
31,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
42,Private,9,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40,United-States,>50K
20,Private,7,Married-civ-spouse,Sales,Other-relative,White,Female,0,0,50,United-States,<=50K
53,Federal-gov,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
59,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States,>50K
36,Private,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
41,Private,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,36,United-States,<=50K
32,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,2580,0,40,United-States,<=50K
25,State-gov,10,Divorced,Other-service,Unmarried,White,Male,0,2472,40,United-States,>50K
33,Private,11,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,<=50K
18,Unknown,9,Widowed,Unknown,Own-child,White,Male,0,0,40,United-States,<=50K
28,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,Other,<=50K
42,Self-emp-not-inc,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
28,Self-emp-not-inc,15,Never-married,Prof-specialty,Not-in-family,White,Male,2176,0,40,United-States,<=50K
33,Federal-gov,11,Divorced,Craft-repair,Unmarried,Black,Female,0,0,40,United-States,>50K
58,Private,9,Never-married,Priv-house-serv,Not-in-family,White,Male,0,1719,40,United-States,<=50K
54,Self-emp-inc,13,Divorced,Exec-managerial,Not-in-family,White,Male,99999,0,70,United-States,>50K
59,Self-emp-inc,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
24,Private,12,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
30,Private,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
19,Private,10,Never-married,Other-service,Own-child,White,Female,0,0,18,United-States,<=50K
43,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,25,United-States,>50K
18,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,<=50K
21,Private,9,Never-married,Other-service,Own-child,Black,Female,0,0,30,United-States,<=50K
24,Private,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
39,Private,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
78,Local-gov,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,5,United-States,<=50K
46,State-gov,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,38,United-States,>50K
55,Private,9,Widowed,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K
56,Private,13,Married-civ-spouse,Sales,Husband,Black,Male,7688,0,45,United-States,>50K
76,Private,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,45,United-States,<=50K
22,Private,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
46,Private,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
21,Private,9,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,<=50K
65,Unknown,6,Married-civ-spouse,Unknown,Husband,White,Male,0,0,70,United-States,<=50K
51,Self-emp-not-inc,15,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,80,United-States,>50K
46,Unknown,11,Divorced,Unknown,Unmarried,White,Male,0,0,30,United-States,<=50K
18,Unknown,10,Never-married,Unknown,Own-child,White,Male,0,0,40,United-States,<=50K
58,Self-emp-not-inc,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,25,United-States,>50K
35,Private,9,Separated,Other-service,Own-child,Black,Female,0,0,30,United-States,<=50K
27,State-gov,12,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
26,Private,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,43,United-States,<=50K
30,Private,9,Divorced,Transport-moving,Own-child,Black,Male,0,0,40,United-States,<=50K
52,Private,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
18,Unknown,10,Never-married,Unknown,Own-child,White,Female,0,0,30,United-States,<=50K
59,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
23,Unknown,12,Never-married,Unknown,Own-child,White,Female,0,0,30,United-States,<=50K
43,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
21,Unknown,10,Never-married,Unknown,Own-child,White,Female,0,0,40,United-States,<=50K
29,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,50,United-States,>50K
26,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,Other,<=50K
24,Private,10,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K
44,Private,10,Married-civ-spouse,Adm-clerical,Wife,Other,Female,0,0,30,Other,>50K
26,Unknown,9,Divorced,Unknown,Not-in-family,White,Female,0,0,40,United-States,<=50K
39,Local-gov,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States,<=50K
20,Private,9,Never-married,Machine-op-inspct,Other-relative,Other,Male,0,0,32,United-States,<=50K
24,Self-emp-not-inc,10,Never-married,Prof-specialty,Not-in-family,Other,Male,0,0,40,United-States,<=50K
45,State-gov,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Other,<=50K
49,Private,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,<=50K
42,Private,10,Divorced,Sales,Unmarried,White,Male,0,0,40,United-States,<=50K
31,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Other,<=50K
60,Self-emp-not-inc,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,30,United-States,<=50K
18,Private,9,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,35,United-States,<=50K
63,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
28,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,43,United-States,<=50K
29,Private,9,Never-married,Other-service,Own-child,White,Female,0,0,35,United-States,<=50K
19,Unknown,9,Never-married,Unknown,Own-child,White,Female,1055,0,12,United-States,<=50K
48,Private,13,Married-spouse-absent,Sales,Unmarried,White,Female,0,2472,70,United-States,>50K
21,Private,10,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,<=50K
53,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,United-States,>50K
22,Private,6,Never-married,Transport-moving,Own-child,Other,Male,0,0,30,United-States,<=50K
39,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
25,Private,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,32,United-States,<=50K
54,Unknown,14,Divorced,Unknown,Not-in-family,White,Male,0,0,1,United-States,<=50K
38,Private,13,Divorced,Adm-clerical,Unmarried,Other,Female,0,213,40,Other,<=50K
29,Local-gov,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K
23,Private,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,Unknown,<=50K
32,Private,5,Separated,Machine-op-inspct,Unmarried,White,Female,0,0,40,Other,<=50K
40,Private,6,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,<=50K
22,Private,8,Never-married,Handlers-cleaners,Own-child,Other,Male,0,0,40,United-States,<=50K
39,Private,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,12,United-States,<=50K
48,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
20,Private,9,Never-married,Craft-repair,Own-child,White,Male,0,0,20,United-States,<=50K
31,Private,13,Widowed,Sales,Unmarried,White,Female,0,1380,40,Other,<=50K
47,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
73,Private,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,25,United-States,<=50K
43,Private,10,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,0,40,Unknown,<=50K
40,Self-emp-not-inc,9,Separated,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
41,Local-gov,13,Never-married,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States,<=50K
17,Unknown,8,Never-married,Unknown,Own-child,White,Male,0,0,30,United-States,<=50K
47,State-gov,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
43,Private,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
35,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
36,Private,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K
30,Self-emp-not-inc,11,Divorced,Craft-repair,Not-in-family,White,Male,0,0,49,United-States,<=50K
